Pickup point,Request timestamp,
Airport,23:57:31,
Airport,04:29:45,
City,05:49:16,
City,17:16:21,
City,21:48:59,
Airport,23:56:41,
City,18:14:56,
City,21:38:00,
City,18:24:00,
Airport,07:39:52,
Airport,21:12:43,
City,08:46:30,
City,20:28:32,
City,18:31:31,
Airport,22:54:00,
City,06:31:22,
Airport,12:33:21,
Airport,22:26:08,
Airport,09:07:09,
City,06:08:41,
City,17:07:58,
Airport,20:51:37,
City,10:12:40,
Airport,19:14:00,
Airport,20:57:49,
City,08:38:38,
Airport,19:04:08,
City,04:47:00,
City,10:01:00,
Airport,09:59:00,
City,07:48:31,
City,15:49:00,
Airport,21:53:00,
Airport,20:58:00,
City,06:33:09,
City,09:31:08,
City,10:01:57,
City,06:39:26,
City,07:56:25,
City,05:30:31,
City,07:25:53,
City,07:34:00,
City,06:33:00,
Airport,21:42:00,
City,09:21:36,
City,07:51:00,
City,05:19:59,
City,07:13:52,
City,05:24:00,
City,06:27:00,
City,10:01:00,
City,07:04:48,
City,18:03:30,
City,08:43:07,
City,05:22:51,
City,10:08:43,
Airport,12:23:07,
City,10:36:00,
City,07:54:00,
City,17:46:24,
City,08:42:11,
City,04:59:16,
Airport,21:10:52,
City,08:32:41,
Airport,13:00:39,
City,07:20:00,
City,05:57:46,
City,04:53:00,
City,08:50:25,
City,21:06:22,
City,09:59:40,
City,08:34:59,
City,07:20:00,
City,05:54:41,
City,06:23:43,
City,06:28:59,
City,07:32:18,
City,07:04:59,
Airport,10:19:00,
City,05:37:28,
City,18:40:44,
City,07:54:00,
City,09:41:00,
City,10:04:00,
City,09:09:56,
City,10:09:44,
Airport,20:55:57,
City,04:49:38,
City,04:58:00,
City,05:15:00,
City,05:59:57,
City,09:09:08,
City,06:26:00,
City,07:00:00,
City,10:13:00,
City,07:08:58,
City,07:44:45,
Airport,05:01:00,
Airport,06:07:00,
City,06:32:00,
City,05:37:00,
City,06:52:00,
City,08:13:10,
Airport,17:55:33,
City,09:03:00,
City,09:34:22,
City,06:15:34,
City,06:52:00,
City,06:47:00,
City,08:59:46,
City,09:48:01,
City,09:22:12,
City,10:09:46,
Airport,04:45:54,
City,04:48:51,
City,09:05:17,
City,06:04:00,
City,08:50:00,
City,10:58:00,
City,08:01:01,
Airport,16:55:27,
Airport,15:43:00,
City,09:16:05,
City,09:20:22,
City,06:14:00,
Airport,17:41:00,
City,07:17:00,
City,12:02:50,
City,05:12:00,
Airport,17:36:00,
City,08:11:13,
Airport,20:42:07,
Airport,09:05:38,
City,09:22:33,
City,08:29:00,
Airport,17:21:00,
City,06:37:29,
City,08:18:30,
City,18:56:00,
City,06:44:12,
City,09:02:38,
City,09:17:00,
City,09:40:00,
City,04:52:26,
City,06:03:16,
City,08:47:12,
City,21:07:00,
City,21:53:00,
City,08:05:15,
City,06:10:00,
City,05:54:00,
City,07:42:16,
City,08:43:10,
City,04:45:57,
City,08:17:14,
City,09:39:53,
City,06:17:34,
Airport,10:48:00,
City,06:22:00,
Airport,18:33:00,
City,08:01:16,
City,09:43:35,
City,09:52:32,
City,07:24:00,
City,07:23:01,
City,08:46:34,
City,07:43:27,
City,09:19:04,
Airport,10:27:59,
City,05:05:00,
City,08:55:00,
City,06:55:00,
City,17:55:00,
City,09:55:14,
City,05:58:15,
City,17:04:00,
City,08:27:00,
City,09:15:00,
City,06:34:48,
City,07:09:00,
City,22:27:00,
City,09:29:00,
City,06:56:12,
City,09:23:01,
City,08:55:31,
City,09:38:50,
City,05:42:00,
City,09:10:00,
Airport,20:41:00,
City,06:49:09,
City,07:29:23,
City,07:37:00,
City,08:24:01,
City,08:47:00,
City,08:11:00,
City,09:10:00,
City,06:41:00,
Airport,21:52:23,
City,21:05:03,
Airport,21:06:00,
City,06:27:38,
City,05:20:00,
City,09:29:00,
City,10:02:00,
City,18:03:24,
City,06:11:00,
City,06:55:00,
City,01:07:00,
City,04:44:00,
City,04:50:42,
City,17:43:28,
City,06:35:21,
City,08:29:04,
City,09:01:00,
City,09:08:00,
Airport,20:05:00,
City,04:57:22,
City,08:37:00,
Airport,20:05:22,
City,17:37:48,
City,06:13:00,
City,10:27:00,
City,15:40:00,
Airport,20:50:00,
City,05:05:12,
City,06:01:55,
City,07:34:14,
City,09:48:34,
City,07:23:36,
City,17:27:11,
City,21:16:46,
City,06:29:00,
City,07:07:46,
Airport,15:30:06,
City,07:36:00,
City,08:43:00,
City,04:52:00,
City,22:16:51,
City,08:03:39,
Airport,19:27:00,
City,06:02:00,
City,06:10:59,
City,07:34:01,
City,05:07:32,
City,01:45:43,
City,07:33:00,
City,10:59:00,
City,07:31:35,
City,09:48:36,
City,06:51:10,
City,07:33:52,
City,05:35:47,
City,05:45:17,
City,06:22:00,
Airport,16:20:00,
City,05:50:10,
City,05:06:00,
City,05:37:00,
City,05:57:00,
City,05:30:00,
City,07:11:45,
Airport,16:01:28,
City,05:31:14,
City,09:24:00,
City,08:17:00,
City,06:54:58,
City,07:08:36,
Airport,21:40:55,
City,08:56:21,
Airport,10:22:45,
City,23:06:00,
Airport,16:49:15,
City,07:08:40,
City,08:18:00,
Airport,10:20:35,
City,11:59:21,
City,19:25:29,
Airport,15:36:17,
City,05:44:00,
City,13:30:00,
City,06:31:03,
City,19:29:17,
City,05:42:00,
City,09:23:48,
City,10:04:18,
City,07:30:30,
City,23:12:21,
City,08:29:00,
City,09:50:00,
Airport,21:24:00,
City,11:10:46,
City,08:36:49,
City,09:53:55,
City,06:33:00,
City,05:54:00,
City,09:05:57,
Airport,17:47:46,
City,06:26:10,
City,08:53:49,
City,05:00:00,
City,05:34:00,
City,07:20:00,
City,08:46:00,
City,05:03:26,
City,06:50:34,
City,07:50:43,
Airport,20:58:40,
City,08:56:04,
City,11:39:58,
City,07:55:00,
City,08:23:00,
City,09:39:00,
City,13:46:00,
City,08:19:00,
City,12:30:00,
City,09:33:07,
Airport,14:40:08,
Airport,14:40:00,
Airport,05:28:12,
City,04:24:00,
City,06:52:10,
City,05:53:54,
City,07:59:00,
City,15:05:30,
City,06:40:29,
City,00:00:24,
City,09:44:52,
City,05:10:41,
City,05:54:41,
City,09:46:14,
City,22:02:02,
City,06:12:00,
City,08:35:00,
Airport,10:23:00,
City,17:47:00,
City,08:38:00,
City,05:17:08,
City,08:55:48,
City,08:59:45,
City,15:52:41,
City,05:01:35,
City,05:27:47,
Airport,13:19:00,
City,05:27:26,
City,09:43:37,
Airport,08:46:33,
City,10:04:00,
City,10:01:02,
City,06:08:30,
City,06:17:00,
City,07:30:00,
City,13:45:00,
City,09:34:22,
City,06:59:47,
City,09:58:03,
Airport,17:32:54,
City,09:59:00,
Airport,20:33:00,
City,06:37:00,
City,07:27:00,
City,07:57:00,
City,03:24:24,
City,05:54:44,
City,09:32:18,
City,09:33:21,
City,17:51:15,
City,06:40:54,
City,08:55:30,
City,07:40:00,
Airport,13:20:21,
City,05:28:28,
City,07:17:02,
City,05:55:36,
City,06:46:41,
City,22:26:00,
City,10:13:46,
City,08:48:00,
City,09:11:00,
City,09:07:46,
City,08:52:00,
Airport,20:55:00,
City,05:41:45,
City,07:05:11,
City,19:10:02,
City,08:42:46,
City,06:15:40,
City,09:04:50,
City,10:03:00,
City,05:20:11,
City,07:05:55,
Airport,07:27:44,
City,05:06:35,
City,21:23:00,
Airport,16:01:54,
City,05:13:45,
City,05:04:48,
City,07:49:27,
City,06:09:00,
City,07:46:00,
City,07:43:49,
Airport,18:39:39,
City,20:11:36,
City,10:08:10,
City,09:01:54,
City,09:24:57,
City,05:08:03,
City,05:25:55,
Airport,19:19:26,
City,21:34:00,
City,06:35:00,
City,09:20:00,
City,07:09:12,
City,06:25:00,
City,10:10:00,
Airport,16:03:00,
Airport,22:06:00,
City,05:00:30,
City,07:06:58,
City,09:25:00,
City,10:07:00,
Airport,21:32:00,
City,05:21:00,
Airport,21:45:00,
City,08:57:47,
City,09:10:12,
City,06:26:18,
City,05:30:53,
City,23:42:00,
City,02:39:00,
Airport,20:30:00,
City,07:27:40,
City,08:28:21,
City,08:23:00,
Airport,11:26:00,
City,06:14:39,
City,07:39:12,
City,07:40:00,
City,20:14:00,
City,07:35:16,
City,08:22:13,
City,06:48:59,
City,17:25:49,
Airport,09:09:32,
City,08:48:00,
Airport,17:48:00,
City,11:13:00,
Airport,11:18:55,
Airport,20:19:26,
City,06:34:09,
City,08:03:01,
City,07:22:00,
City,05:55:20,
City,05:58:24,
City,08:18:46,
City,06:09:00,
City,07:39:44,
City,22:12:00,
City,06:36:00,
City,08:24:00,
City,08:37:00,
City,07:44:55,
Airport,18:20:30,
City,08:16:00,
City,07:32:06,
Airport,19:28:05,
City,05:24:34,
City,06:23:20,
City,09:54:00,
City,15:27:00,
City,08:36:12,
City,17:56:19,
City,07:33:00,
City,02:42:00,
City,04:58:06,
City,05:29:00,
City,08:06:00,
City,11:08:00,
Airport,15:13:00,
Airport,19:52:00,
City,17:55:51,
City,16:33:00,
City,04:43:32,
Airport,17:40:14,
City,08:35:31,
City,05:54:00,
City,08:02:00,
City,07:42:32,
Airport,21:06:59,
City,05:27:38,
City,07:45:41,
City,09:33:37,
Airport,15:59:04,
City,02:11:10,
City,23:45:26,
City,09:40:49,
City,07:59:00,
City,06:52:00,
City,07:25:48,
City,04:42:55,
City,07:47:32,
City,08:57:28,
City,07:26:00,
City,08:56:49,
Airport,05:44:00,
City,07:30:00,
City,06:57:56,
City,07:26:32,
City,07:57:58,
City,08:39:00,
Airport,20:35:00,
City,07:35:39,
City,08:36:56,
City,14:09:23,
City,08:40:38,
City,21:36:47,
City,08:20:33,
City,08:47:14,
City,08:50:52,
City,20:45:49,
City,11:17:20,
City,08:59:00,
City,05:14:00,
City,08:53:59,
City,05:30:17,
City,06:19:51,
City,09:10:16,
City,10:19:32,
City,23:59:29,
Airport,17:44:00,
City,07:47:00,
City,09:11:22,
City,09:45:21,
City,04:58:21,
Airport,10:02:13,
City,06:13:47,
City,05:58:18,
City,10:04:00,
Airport,09:02:00,
City,06:12:30,
City,09:32:00,
Airport,18:44:00,
City,05:39:00,
City,06:23:23,
City,07:55:58,
City,06:44:03,
Airport,18:50:59,
City,06:43:00,
City,08:18:00,
City,09:12:00,
City,09:41:00,
City,06:00:28,
Airport,19:23:51,
City,06:23:00,
City,07:57:00,
City,08:20:00,
City,08:58:00,
City,09:59:00,
City,04:57:03,
City,06:22:21,
City,09:09:40,
City,08:26:00,
City,08:28:37,
Airport,13:29:42,
City,23:56:13,
Airport,05:08:28,
City,06:51:11,
City,20:08:14,
Airport,20:19:00,
Airport,21:01:34,
City,06:50:14,
City,08:30:00,
Airport,12:25:00,
City,05:41:43,
City,09:41:26,
City,04:49:57,
City,07:38:39,
Airport,06:10:00,
City,23:41:00,
Airport,19:49:17,
Airport,18:16:03,
City,07:02:11,
City,05:40:00,
City,07:05:11,
City,10:17:21,
City,20:54:30,
Airport,17:29:15,
City,05:11:09,
City,09:14:00,
City,07:39:00,
City,09:18:00,
City,09:25:00,
City,07:30:26,
Airport,09:13:18,
Airport,17:32:32,
City,07:28:41,
City,09:48:08,
City,07:59:00,
City,09:51:00,
City,05:36:09,
City,07:07:05,
City,07:22:16,
City,17:07:02,
Airport,11:47:00,
Airport,21:33:48,
City,05:20:42,
City,08:39:54,
City,09:03:00,
Airport,14:45:00,
City,05:05:37,
Airport,09:17:54,
City,09:42:41,
City,05:28:23,
City,10:11:00,
City,09:47:00,
City,10:23:00,
City,21:13:00,
City,07:44:50,
City,07:48:06,
City,08:34:25,
City,05:13:29,
City,07:33:51,
City,08:30:14,
City,12:20:00,
Airport,21:17:51,
City,04:47:00,
City,09:17:00,
City,05:44:00,
City,05:56:33,
City,08:22:53,
City,06:42:26,
City,07:29:00,
City,05:53:49,
City,18:17:50,
City,22:01:00,
Airport,14:00:00,
City,17:16:00,
City,19:52:00,
Airport,18:35:00,
City,04:55:29,
City,05:19:07,
City,09:46:31,
Airport,16:28:00,
City,04:43:35,
City,05:52:52,
City,19:14:38,
City,06:14:00,
City,10:12:00,
City,05:25:52,
City,08:33:35,
City,09:27:26,
City,09:54:33,
Airport,20:25:00,
City,07:53:01,
City,08:23:45,
Airport,06:20:00,
City,04:43:00,
City,07:41:31,
City,07:29:14,
City,10:07:14,
City,08:00:00,
Airport,17:58:00,
Airport,17:20:42,
Airport,21:50:06,
Airport,21:20:00,
City,05:26:10,
City,06:51:43,
City,08:32:01,
City,08:38:12,
Airport,20:49:00,
City,09:13:49,
Airport,21:41:00,
City,06:04:00,
City,06:33:14,
City,06:48:59,
City,05:55:28,
City,08:14:30,
City,09:06:46,
City,04:45:00,
City,08:04:00,
City,08:07:00,
Airport,18:18:27,
City,05:46:00,
City,05:39:00,
City,09:55:00,
City,05:45:00,
City,08:33:00,
City,04:42:20,
City,07:33:00,
City,08:55:00,
City,05:32:02,
City,15:27:00,
Airport,18:24:00,
City,09:13:00,
City,10:05:36,
City,07:52:00,
Airport,19:44:00,
City,09:44:32,
Airport,21:33:23,
City,05:05:31,
Airport,12:00:32,
City,21:30:10,
City,08:18:13,
City,06:42:00,
City,09:52:00,
City,05:32:00,
City,07:18:00,
City,05:54:55,
City,07:48:25,
Airport,21:13:00,
City,06:02:00,
City,05:22:30,
City,05:41:33,
City,07:48:31,
Airport,15:13:47,
City,04:59:16,
City,02:13:08,
Airport,21:08:41,
City,06:58:00,
City,15:05:00,
City,09:20:52,
City,06:29:00,
Airport,19:08:00,
City,08:40:00,
City,10:17:00,
City,05:48:00,
Airport,20:43:00,
City,04:56:00,
City,05:08:00,
City,07:32:06,
City,18:14:00,
Airport,12:07:00,
Airport,17:00:06,
City,09:46:31,
Airport,13:05:58,
City,13:10:50,
City,04:46:00,
City,08:38:14,
Airport,12:24:55,
City,08:01:10,
City,08:02:38,
City,09:33:00,
City,08:12:16,
Airport,22:01:58,
City,08:06:48,
City,05:10:00,
Airport,13:26:29,
City,04:51:00,
City,10:04:00,
City,18:34:00,
City,08:02:44,
City,06:13:51,
City,07:07:00,
City,07:54:00,
Airport,13:40:00,
City,05:21:00,
City,09:06:00,
City,09:30:05,
City,09:39:29,
City,08:57:00,
City,06:41:00,
City,09:32:49,
City,04:42:38,
City,05:27:13,
City,09:26:12,
City,09:23:40,
City,10:00:48,
Airport,20:34:00,
City,06:01:35,
City,21:06:59,
City,20:35:06,
City,04:50:41,
City,05:00:10,
City,08:37:33,
City,06:58:27,
City,07:14:00,
Airport,20:27:16,
Airport,16:54:50,
City,16:41:00,
City,07:31:04,
City,08:43:17,
City,05:51:55,
City,04:58:00,
City,08:27:00,
City,04:45:23,
City,06:12:00,
City,08:44:58,
City,21:18:23,
Airport,13:00:41,
City,05:34:56,
City,07:54:18,
City,05:09:00,
City,06:13:00,
Airport,17:42:00,
Airport,19:28:43,
City,08:08:00,
Airport,16:56:00,
City,07:58:00,
Airport,20:50:21,
City,09:26:00,
City,07:06:00,
City,08:28:00,
City,07:38:04,
City,08:22:59,
City,05:10:00,
City,08:35:33,
City,09:58:28,
City,06:21:00,
City,09:24:00,
City,09:37:00,
City,07:00:12,
City,07:21:06,
City,08:32:49,
City,19:18:51,
City,06:17:00,
City,09:58:51,
City,09:34:00,
City,05:59:39,
City,05:56:04,
City,06:47:00,
Airport,17:37:00,
City,10:13:59,
City,05:46:51,
City,09:19:33,
City,13:32:00,
City,14:51:00,
City,04:56:49,
City,04:52:39,
City,07:00:08,
City,07:13:00,
Airport,19:14:00,
City,07:50:36,
City,06:43:04,
City,09:00:06,
City,05:15:44,
City,09:51:06,
City,04:56:11,
City,05:07:36,
City,09:46:00,
City,10:08:00,
City,06:33:43,
City,08:07:44,
City,08:13:50,
City,04:51:17,
City,12:25:21,
City,06:59:00,
City,17:22:00,
City,04:51:42,
City,08:36:44,
City,10:04:00,
Airport,20:23:00,
City,09:13:12,
City,05:58:50,
City,06:34:40,
City,16:45:26,
City,08:21:00,
Airport,15:48:00,
City,07:51:13,
City,01:16:00,
Airport,16:52:00,
City,05:21:37,
City,09:49:21,
City,05:56:00,
City,05:05:00,
City,05:20:00,
City,06:53:00,
City,07:10:46,
City,08:30:00,
City,07:09:12,
City,08:03:18,
City,09:08:43,
Airport,12:55:58,
City,05:10:00,
City,12:31:00,
City,08:55:43,
Airport,15:18:33,
City,05:16:42,
City,10:01:19,
City,04:58:00,
City,06:04:00,
City,05:41:43,
City,17:36:54,
City,06:52:54,
City,06:54:05,
City,05:12:00,
City,06:52:00,
Airport,12:29:00,
City,06:22:00,
City,06:53:00,
City,07:35:00,
City,08:10:00,
Airport,16:29:00,
City,10:04:38,
City,06:33:43,
City,06:08:00,
City,08:38:36,
Airport,14:52:59,
City,07:17:00,
City,20:32:00,
City,06:50:42,
City,08:02:00,
City,08:50:00,
Airport,19:36:00,
City,07:15:35,
City,08:40:50,
Airport,21:56:05,
Airport,15:38:23,
Airport,18:29:19,
Airport,20:54:55,
City,06:31:00,
Airport,21:32:00,
City,05:07:00,
City,08:27:00,
City,08:42:00,
City,06:52:50,
City,07:55:00,
City,07:08:58,
City,05:58:00,
City,09:35:00,
City,08:31:41,
City,05:05:12,
City,05:24:17,
City,09:04:03,
City,16:39:36,
City,09:36:37,
Airport,16:59:22,
City,05:02:00,
City,06:41:00,
City,09:08:00,
City,13:35:03,
City,08:34:00,
City,08:52:30,
City,09:35:38,
City,09:58:37,
City,06:25:41,
City,07:24:11,
City,19:47:39,
City,14:22:00,
City,08:11:36,
City,09:33:28,
City,09:12:19,
Airport,18:05:37,
City,06:41:00,
City,09:54:00,
City,05:55:00,
City,09:08:00,
City,08:44:58,
City,10:13:25,
City,23:43:03,
City,09:53:19,
City,08:25:00,
Airport,20:26:00,
City,09:51:07,
City,05:24:02,
City,05:37:00,
City,22:56:00,
City,09:24:46,
City,15:42:36,
City,07:06:00,
City,07:39:00,
City,23:04:14,
City,07:18:19,
City,08:33:10,
Airport,22:12:35,
City,06:28:41,
City,09:28:29,
City,05:37:33,
Airport,21:29:36,
City,20:01:14,
City,05:38:00,
City,05:06:08,
City,07:50:41,
City,11:39:07,
City,09:36:17,
City,09:36:00,
City,02:55:40,
City,05:44:07,
City,05:42:00,
City,09:35:28,
Airport,17:57:13,
City,00:09:00,
City,09:33:00,
City,04:42:23,
City,07:47:21,
City,08:27:11,
City,07:47:23,
Airport,19:49:25,
Airport,12:03:00,
City,05:50:00,
City,04:24:36,
City,05:48:58,
Airport,12:21:11,
City,09:49:16,
City,10:08:30,
City,22:34:33,
City,20:11:00,
City,06:19:03,
City,13:23:54,
City,08:25:00,
City,05:13:35,
City,08:13:41,
City,04:46:40,
City,08:46:28,
City,20:46:00,
City,09:02:43,
City,08:54:59,
City,10:07:00,
Airport,11:19:00,
City,09:49:59,
City,11:13:58,
City,05:39:51,
City,09:21:37,
Airport,20:17:00,
City,05:14:00,
City,08:16:01,
City,05:43:00,
City,06:25:47,
City,07:43:57,
City,09:43:00,
Airport,04:45:54,
City,05:06:13,
City,07:37:04,
City,08:39:56,
City,07:15:00,
Airport,10:13:25,
City,06:59:22,
City,09:40:00,
City,03:57:00,
City,08:38:20,
City,07:18:00,
City,07:33:00,
City,05:36:00,
City,07:56:17,
City,00:54:12,
City,08:19:53,
City,04:56:28,
City,08:05:55,
City,08:41:00,
City,06:56:00,
Airport,21:42:19,
City,09:01:00,
Airport,21:26:44,
City,09:02:31,
City,05:14:00,
City,12:04:12,
City,06:02:31,
City,09:02:00,
City,08:39:59,
City,12:25:07,
City,07:41:41,
City,09:38:51,
City,08:56:00,
City,06:39:00,
City,08:17:00,
City,06:02:41,
City,05:14:00,
City,05:09:42,
Airport,13:41:55,
City,05:09:00,
City,09:10:00,
City,11:13:00,
City,09:18:48,
City,11:40:05,
City,08:02:00,
City,09:03:21,
City,09:37:26,
City,09:46:56,
City,05:11:39,
City,08:50:27,
City,09:52:00,
City,06:46:00,
Airport,09:19:04,
City,08:57:27,
City,09:20:40,
Airport,08:37:00,
City,08:27:51,
City,08:18:14,
City,09:33:00,
City,09:14:00,
Airport,15:02:00,
Airport,20:05:00,
City,04:48:41,
Airport,16:42:00,
City,06:43:00,
Airport,09:27:00,
City,05:27:12,
City,04:50:27,
City,05:37:41,
City,06:02:50,
City,12:34:18,
City,07:31:03,
City,07:32:56,
City,08:41:36,
City,05:36:28,
City,10:07:34,
City,09:22:00,
City,09:09:33,
City,09:27:22,
City,07:40:00,
City,08:25:00,
City,09:41:02,
City,05:55:47,
Airport,21:46:57,
City,08:05:00,
City,07:15:27,
City,08:55:18,
City,09:02:24,
City,06:28:00,
City,10:01:00,
City,05:12:56,
City,09:15:30,
City,06:02:04,
City,07:13:49,
City,16:59:11,
City,08:30:20,
City,15:37:00,
Airport,19:47:50,
City,09:33:00,
City,12:37:00,
City,09:54:00,
City,15:17:34,
City,08:21:38,
City,07:09:54,
City,10:09:00,
City,13:23:00,
City,05:44:00,
City,08:51:00,
City,04:50:45,
Airport,20:54:48,
City,05:26:00,
City,05:58:31,
City,06:48:48,
City,05:53:18,
City,08:32:05,
Airport,10:04:05,
City,07:37:57,
City,08:50:10,
Airport,20:23:14,
City,05:04:00,
City,06:06:00,
Airport,17:18:23,
City,05:41:00,
Airport,07:27:00,
City,07:36:00,
City,07:29:18,
City,14:36:39,
City,08:48:20,
Airport,14:17:28,
Airport,06:01:00,
City,07:33:57,
City,09:00:40,
City,14:52:18,
City,05:52:11,
City,07:06:05,
Airport,11:46:11,
City,08:42:00,
City,04:42:00,
City,07:55:16,
City,08:18:13,
City,09:02:46,
City,07:17:00,
City,05:40:00,
City,05:19:51,
City,06:33:04,
City,07:54:00,
City,07:50:00,
City,07:26:36,
Airport,07:29:44,
Airport,18:20:41,
City,18:03:00,
City,18:19:00,
City,05:30:56,
City,05:46:02,
City,08:34:36,
City,06:35:32,
City,09:27:08,
City,08:32:00,
City,09:37:00,
City,21:37:00,
City,05:24:00,
City,06:54:00,
City,07:02:00,
City,08:25:00,
City,04:50:46,
Airport,18:01:34,
City,04:41:54,
City,07:12:00,
City,07:34:00,
City,08:14:00,
City,16:50:00,
City,19:46:00,
City,05:17:00,
City,09:44:00,
City,06:40:30,
City,08:44:20,
City,10:03:00,
City,16:10:20,
Airport,21:07:32,
City,19:38:01,
City,07:02:00,
Airport,17:55:10,
Airport,18:37:53,
City,08:12:18,
City,09:38:03,
Airport,21:38:00,
City,10:06:00,
City,10:01:44,
City,10:06:32,
Airport,18:24:15,
City,06:15:00,
City,09:30:00,
City,06:23:00,
City,06:36:14,
City,05:01:00,
City,07:13:00,
City,07:51:00,
City,10:00:00,
City,10:09:28,
City,23:19:23,
City,06:39:27,
City,07:04:21,
City,07:48:58,
City,20:34:32,
City,07:56:57,
City,10:30:58,
City,09:05:00,
City,20:23:00,
Airport,07:50:00,
City,09:39:19,
City,09:09:57,
City,13:47:11,
City,07:03:00,
Airport,16:53:56,
Airport,21:28:41,
City,06:12:03,
Airport,12:45:00,
City,06:08:31,
City,05:48:00,
Airport,15:51:00,
City,07:26:35,
City,07:51:00,
City,05:07:17,
City,05:27:00,
City,07:26:00,
City,10:10:00,
City,06:23:00,
City,10:04:00,
City,05:39:02,
City,08:40:03,
City,05:24:00,
City,01:12:00,
City,09:50:23,
City,05:49:00,
City,08:25:24,
City,06:27:46,
City,05:19:53,
City,08:44:40,
City,08:33:00,
City,09:29:00,
City,08:53:51,
City,21:47:00,
City,05:54:23,
City,08:25:16,
City,22:13:42,
City,07:20:59,
City,08:41:51,
City,09:31:32,
City,05:55:36,
City,05:08:25,
City,07:20:54,
Airport,07:10:00,
City,05:23:00,
City,05:13:03,
City,05:19:48,
City,07:05:00,
City,06:54:13,
City,08:32:08,
City,09:40:33,
City,16:06:00,
City,07:20:00,
City,05:03:10,
City,05:06:40,
City,08:30:59,
City,05:46:06,
City,00:02:00,
City,00:06:00,
City,00:09:00,
Airport,00:23:00,
Airport,00:30:00,
City,00:36:00,
City,00:37:00,
City,00:40:00,
City,01:08:00,
Airport,01:09:00,
Airport,01:10:00,
City,01:14:00,
City,01:15:00,
Airport,01:16:00,
Airport,01:23:00,
City,01:38:00,
Airport,01:40:00,
Airport,01:45:00,
Airport,01:48:00,
Airport,01:49:00,
Airport,01:49:00,
City,01:55:00,
City,02:02:00,
City,02:10:00,
Airport,02:15:00,
City,02:33:00,
Airport,02:34:00,
City,02:39:00,
Airport,02:42:00,
Airport,02:48:00,
Airport,02:55:00,
City,03:06:00,
Airport,03:07:00,
Airport,03:16:00,
Airport,03:29:00,
City,03:30:00,
City,03:34:00,
Airport,03:41:00,
City,03:52:00,
City,03:58:00,
City,03:58:00,
Airport,04:03:00,
Airport,04:05:00,
Airport,04:10:00,
Airport,04:17:00,
Airport,04:23:00,
Airport,04:24:00,
Airport,04:27:00,
Airport,04:27:00,
City,04:36:00,
Airport,04:36:00,
City,04:37:00,
Airport,04:40:00,
City,04:43:00,
City,04:44:00,
City,04:45:00,
City,05:00:00,
City,05:02:00,
City,05:10:00,
City,05:12:00,
City,05:13:00,
City,05:17:00,
City,05:19:00,
City,05:20:00,
City,05:20:00,
City,05:31:00,
City,05:33:00,
City,05:39:00,
City,05:40:00,
City,05:43:00,
City,05:47:00,
City,05:49:00,
City,05:53:00,
City,05:58:00,
Airport,06:05:00,
City,06:05:00,
City,06:06:00,
City,06:07:00,
City,06:07:00,
City,06:16:00,
City,06:21:00,
City,06:24:00,
City,06:26:00,
City,06:27:00,
City,06:40:00,
City,06:44:00,
City,06:44:00,
City,06:46:00,
City,06:47:00,
City,06:50:00,
City,06:50:00,
City,07:05:00,
City,07:05:00,
City,07:13:00,
City,07:47:00,
City,07:50:00,
City,07:51:00,
City,07:51:00,
City,07:52:00,
City,07:54:00,
City,07:58:00,
City,08:03:00,
City,08:03:00,
City,08:04:00,
City,08:05:00,
City,08:07:00,
City,08:07:00,
City,08:17:00,
City,08:21:00,
City,08:21:00,
City,08:29:00,
City,08:37:00,
City,08:37:00,
City,08:39:00,
City,08:55:00,
City,09:08:00,
City,09:09:00,
City,09:13:00,
City,09:13:00,
City,09:15:00,
City,09:16:00,
City,09:16:00,
City,09:21:00,
Airport,09:22:00,
City,09:25:00,
City,09:29:00,
City,09:31:00,
City,09:35:00,
City,09:37:00,
City,09:40:00,
City,09:42:00,
City,09:43:00,
City,09:48:00,
City,09:49:00,
City,09:50:00,
City,09:52:00,
City,09:57:00,
City,09:59:00,
City,10:03:00,
City,10:04:00,
Airport,10:17:00,
Airport,10:18:00,
City,10:20:00,
Airport,10:21:00,
City,10:58:00,
Airport,11:00:00,
City,11:17:00,
City,11:22:00,
Airport,11:31:00,
City,11:40:00,
City,11:42:00,
Airport,11:53:00,
City,11:56:00,
Airport,11:57:00,
City,12:06:00,
City,12:26:00,
Airport,12:37:00,
Airport,12:45:00,
City,12:53:00,
City,12:54:00,
City,12:55:00,
City,13:01:00,
Airport,13:04:00,
City,13:06:00,
City,13:15:00,
Airport,13:18:00,
Airport,13:24:00,
Airport,13:33:00,
Airport,13:41:00,
City,13:43:00,
City,13:46:00,
City,13:54:00,
City,14:01:00,
Airport,14:12:00,
City,14:41:00,
City,14:52:00,
Airport,14:57:00,
City,15:11:00,
Airport,15:14:00,
City,15:22:00,
Airport,16:03:00,
City,16:12:00,
Airport,16:16:00,
City,16:21:00,
City,16:24:00,
Airport,16:26:00,
Airport,16:27:00,
City,16:34:00,
City,16:48:00,
Airport,16:50:00,
Airport,16:50:00,
Airport,17:09:00,
Airport,17:11:00,
Airport,17:14:00,
Airport,17:15:00,
Airport,17:15:00,
Airport,17:17:00,
Airport,17:18:00,
Airport,17:19:00,
Airport,17:20:00,
Airport,17:20:00,
Airport,17:21:00,
Airport,17:21:00,
Airport,17:23:00,
Airport,17:23:00,
Airport,17:24:00,
Airport,17:24:00,
Airport,17:25:00,
